,Pulse Rate,Body,SpO2,EEG A1-A2,EEG C3-A2,EEG C4-A1,Effort THO,Effort ABD,Tracheal
1440,52.0,6.0,95.6,23.999771114671518,19.261905851834864,20.94308384832529,-1.0879682612344548,-0.4470893415732052,0.0017242694743266956
1441,52.0,6.0,95.99999999999999,52.73263141832606,27.514961470969677,-7.636942092011937,4.158083466849775,1.530479896238651,0.0012054627298390174
1442,52.0,6.0,95.89999999999999,-3.5104142824445304,-16.65416952773331,39.130373083085345,4.432745860990311,3.2516975661860075,-0.0011749446860456244
1443,52.0,6.0,95.8,-20.16935988403147,1.0746166170748108,44.78524452582587,4.606698710612649,4.899671931029221,0.0005340657663843748
1444,52.0,6.0,95.8,-11.457801174944722,-7.484107728694626,23.54126802471958,1.1734187838559549,3.160143434805829,0.0015106431677729458
1445,51.0,6.0,95.8,29.80747692072935,18.80340276188293,13.607034409094343,-3.385976958876936,-2.095063706416419,0.0017547875181200886
1446,51.0,6.0,95.8,21.707255664911845,29.96031128404666,35.76801709010449,-5.070572976272221,-4.34729533836881,0.0014801251239795529
1447,51.0,6.0,95.39999999999999,85.592019531548,105.15481803616386,43.40973525597006,-4.292362859540703,-3.1021591515983826,0.0021515220874341956
1448,51.0,6.0,95.1,-9.623788815136985,-16.65416952773331,17.122224765392506,-1.7288471808957047,-0.89570458533608,0.0019378957808804456
1449,51.0,6.0,95.1,-4.2745860990310875,5.659647516594152,36.53218890669105,7.215991454947738,5.20180056458381,0.0013885709925993744
1450,51.0,6.0,94.99999999999999,8.563500419623068,19.261905851834864,28.73763637750817,5.366598001068131,7.38078889143206,-0.00010681315327687495
1451,52.0,6.0,94.99999999999999,-36.216968032349165,-32.39610894941638,23.846936751354207,17.296101319905393,12.553597314412146,0.005081254291599909
1452,52.0,6.0,94.99999999999999,22.16575875486378,43.25690089265275,35.920851453421804,-4.621957732509346,-2.9007400625619897,0.0024872205691615166
1453,54.0,6.0,94.8,33.475501640344824,37.29636072327761,22.624261844815713,-11.30540932326238,-8.677805752651254,0.001052872510872053
1454,54.0,6.0,94.6,29.65464255741204,29.196139467460103,19.109071488517554,-11.058213168535897,-8.503852903028916,0.0016021972991531242
1455,55.0,6.0,94.49999999999999,26.139452201113876,32.40566109712364,45.2437476157778,-6.205844205386435,-4.548714427405203,0.0014496070801861601
1456,55.0,6.0,94.49999999999999,20.331746395056044,22.31859311818109,27.056458381017745,2.6749065384908826,0.9170672159914549,0.0029144731822690166
1457,56.0,6.0,94.49999999999999,19.567574578469486,38.21336690318147,34.85101091020062,-2.8549629968719006,-2.333104448004883,0.0025787747005416952
1458,56.0,6.0,94.49999999999999,29.96031128404666,29.043305104142792,20.637415121690665,-1.7929350728618296,-2.1499961852445257,0.002243076218814374
1459,56.0,6.0,94.39999999999999,36.68502327000836,49.370275425345206,27.209292744335055,0.5508506904707409,0.24872205691615168,0.002273594262607767
1460,56.0,6.0,94.39999999999999,9.327672236209626,11.00885023270005,20.790249485007976,2.6199740596627756,2.354467078660258,-0.000869764248111696
1461,57.0,6.0,94.39999999999999,21.86009002822916,26.750789654383123,24.30543984130614,-1.0971236743724728,-1.3534752422369727,0.0020904859998474097
1462,56.0,6.0,94.39999999999999,4.895475700007595,15.746715495536703,13.454200045777032,-0.5935759517814908,-1.2161440451667047,-0.00022888532845044633
1463,56.0,6.0,94.39999999999999,16.205218585488637,36.53218890669105,39.43604180971997,0.8712901503013657,0.9628442816815442,0.002365148393987945
1464,56.0,6.0,94.8,6.270984969863398,7.6464942397192,23.846936751354207,1.5213244831006332,1.3199053940642405,0.002212558175020981
1465,55.0,6.0,95.69999999999999,12.07869077592123,24.763942931258075,21.0959182116426,0.1846341649500267,-0.20904859998474098,0.0019684138246738384
1466,55.0,6.0,96.19999999999999,19.109071488517554,21.401586938277223,34.85101091020062,0.33112077515831234,-0.49286640726329445,0.0016327153429465172
1467,55.0,6.0,96.1,35.00384527351794,41.11721980621039,12.07869077592123,-0.6027313649195086,-0.584420538643473,0.0007476920729381246
